lms_logins_per_week,avg_submission_delay_days,attendance_percentage,inactivity_gap_days,night_activity_ratio,study_time_variance,sentiment_score,feedback_negativity_flag,past_sem_gpa,gpa_drop_rate,burnout_level,dropout_probability,disengagement_flag
37,2.03,62.65774480840868,9,0.5312883411192859,0.7277802635340441,-0.7191518734291877,1,4.748959269029567,0.28,Medium,0.45,1
20,0.02,64.81243136460932,10,0.16730416827709704,0.3011924577655217,-0.8703720672598791,1,9.831856648543944,0.11,Low,0.31,1
26,0.07,62.42183018417338,1,0.0714763179510557,0.8440740628338711,-0.8885397993619948,0,8.614944625154807,0.25,Low,0.23,0
29,3.82,72.19214641754263,8,0.16377581319384638,1.4898139400474337,-0.5010447716045789,1,7.209857060765491,0.32,High,0.5,1
1,2.3,67.20121227485171,1,0.38826825146580285,0.19657608120250042,-0.7170307935017108,0,8.65737039269144,0.37,Medium,0.33,0
35,0.62,93.3757877881716,1,0.21012182416776487,0.4694535400796854,-0.6622658407941262,0,8.398966255549151,0.38,Low,0.08,0
70,2.33,81.78167601498836,4,0.5766876144797338,0.854059999047546,0.39798562179677743,1,6.760777465020791,0.12,Medium,0.35,0
59,3.14,93.91938302526674,13,0.07858727786185245,1.2107057955821645,-0.6409855232664128,0,6.016308143977044,0.08,High,0.22,1
69,0.73,82.54821949356554,14,0.5942055142766481,0.12626556798935135,0.3846701572694313,1,9.931616484551371,0.33,Low,0.25,1
33,0.07,98.25952891142884,7,0.007471014868685999,1.125864009590628,-0.2967809693889498,1,9.306288431868493,0.25,Low,0.11,0
51,5.4,78.14420669531614,5,0.2710157794373888,0.2958369601475983,0.549557087160115,0,9.70552513772278,0.17,High,0.46,0
78,0.85,97.81300828978328,11,0.15108706390836546,1.2629512678178199,-0.6818914349717873,1,4.290828260274499,0.01,Low,0.16,1
12,0.23,49.49019342456556,8,0.33977128147500857,1.0690464487982816,-0.9532685224678488,1,8.891355148846214,0.12,High,0.42,1
20,1.35,43.148660849764234,5,0.057930499188643236,0.7391159011868116,-0.8215607859925327,0,9.347365501838679,0.04,High,0.42,0
53,2.93,74.74751111223156,4,0.5254937250774174,1.2502165844537412,0.9322957249467545,0,6.8613550065671465,0.2,Medium,0.33,0
43,0.5,99.00959234798648,0,0.08191584024677823,1.1262681581113951,0.07590020485172988,0,9.345611338045813,0.33,Low,0.04,0
50,0.63,65.0563148381438,7,0.3524335994636708,1.1628576014422032,0.21406155489499334,1,4.605269820211193,0.13,Low,0.35,0
29,0.56,52.722601731577576,2,0.02000811783272589,0.5061032330530364,0.9340115746284874,1,4.3628468789650245,0.14,High,0.42,0
57,9.58,71.29248695161084,11,0.18659525828424586,0.9671863929287822,0.5520119125779626,1,5.749352303801281,0.31,High,0.85,1
39,0.44,78.9279174747333,12,0.08983374136604694,0.29754847364404113,-0.7746952841334298,1,4.15745488732903,0.18,Low,0.25,1
56,1.71,58.91072173095334,1,0.5867079874470202,1.249205067556354,-0.15645478657517908,0,8.103932705682812,0.27,High,0.35,0
43,5.19,82.88616150995557,6,0.007212820578245371,0.837438969377191,0.6427859892670849,0,9.561815688082138,0.08,High,0.41,0
50,0.32,98.50687042274355,10,0.21143720430777657,1.2548371078039813,0.3299871473074141,1,5.770340518023273,0.1,Low,0.13,1
23,7.07,93.81778730263702,1,0.1816656464017502,0.395619633949302,-0.5685119796575409,1,7.9576288389229655,0.25,High,0.56,0
44,5.89,57.49512241073172,13,0.39442415494905186,0.28247811855863747,0.611415076415796,0,6.8082913003431536,0.04,High,0.61,1
38,4.32,59.6034209886759,14,0.033826780048227055,1.0645562771497254,0.11766963936605612,1,5.5303431671528145,0.07,High,0.6,1
23,0.48,62.292473466975316,0,0.4863706630063572,0.18175653724025564,0.5766349988887682,0,9.5113751523232,0.13,Low,0.26,0
45,2.01,63.67316670361872,10,0.27991427802408936,0.44158032377054734,0.25293009975598535,0,9.747474870271551,0.07,Medium,0.34,1
52,2.86,46.019169951596766,14,0.2716635424567771,1.3721991063089967,-0.0742523015381722,0,4.808528611257367,0.39,High,0.5,1
80,8.54,85.71777033335735,14,0.13607392822924128,0.28586115615162183,0.4570223296796436,1,8.601832414988857,0.1,High,0.7,1
50,0.4,61.92035581664203,12,0.29402806038189405,0.6257782447901432,0.7312937036642613,0,5.132901095243184,0.38,Low,0.25,1
8,2.91,92.78919860232713,1,0.2183360732012142,1.4238160563040088,-0.06886942699218968,1,6.929340023700463,0.34,Medium,0.32,0
1,0.83,95.61643738720653,5,0.14708186175136131,0.12800450227968005,-0.9404245405591465,0,6.165903849690527,0.13,Low,0.08,0
8,0.39,41.465878558461284,1,0.10120016305287617,0.7234411588306308,0.18644975004493847,1,5.463931456824358,0.22,High,0.47,0
29,1.09,99.31018419569237,0,0.43700134072410685,1.2010429102580318,-0.8193269433595973,0,8.05485345058771,0.14,Low,0.07,0
5,3.16,82.60136389001107,0,0.0852257840059837,1.3725725675767573,-0.3509519864892119,1,9.132377106476305,0.28,High,0.39,0
47,1.25,71.22353355957773,13,0.10078919768453229,1.1298076837400644,0.09956382538662023,1,8.687019634880818,0.14,Low,0.35,1
34,1.54,63.3716565023532,3,0.3462428083579753,1.3437484263735857,-0.30945474263679884,0,8.333702435725918,0.19,Medium,0.31,0
65,10.66,71.11108795658278,7,0.13564650439334244,0.1481155253678239,-0.43813728042031075,0,4.397542790556171,0.29,High,0.81,0
55,1.02,59.47748343870667,5,0.27562587410632355,0.23982665102234738,-0.9597773129914831,0,4.584561297354694,0.17,High,0.3,0
43,1.91,77.36126882179289,3,0.3317504116838678,1.1328172117382243,-0.4614596696986053,0,6.788977789460699,0.28,Medium,0.25,0
74,0.91,45.57881658668747,5,0.16465785418909862,1.1546595531491286,-0.23040325486368496,0,7.334578014497543,0.15,High,0.38,0
30,1.0,77.26735617470861,5,0.20613255052170046,0.9473800225454035,-0.41949257966950215,1,8.340317565827583,0.16,Low,0.3,0
17,2.38,56.52069100830665,8,0.12612409623140722,1.1223871040851336,0.25683740227974616,1,6.135134712347989,0.13,High,0.5,1
26,5.56,41.05808974314078,3,0.2762546934973757,1.3012743684893822,0.33162148807892056,1,4.137556857607787,0.4,High,0.79,0
8,1.56,73.16234596977266,5,0.595439945602442,0.8636755141973117,0.5598067984166575,1,4.216608230962449,0.2,Medium,0.35,0
47,2.93,74.70686535116178,14,0.21762714052097012,1.4262541061391998,-0.6281899469460988,0,9.128983338836491,0.09,Medium,0.33,1
76,0.19,65.59414028269217,9,0.3919982275461235,1.0719327107538485,0.23785408874484393,0,4.771315651310909,0.23,Low,0.22,1
72,0.47,44.33717395301901,0,0.3815366706115989,0.7607749193392606,-0.13988082632029508,0,9.621362888831868,0.19,High,0.36,0
46,1.39,93.60057716825149,6,0.4718890997094846,0.6901253732127738,-0.3542337685188022,0,5.995767988718283,0.31,Low,0.12,0
68,0.04,76.68584843367333,6,0.4271510623502593,1.1502335137859923,-0.03445065481187837,0,7.501918391042911,0.37,Low,0.14,0
33,0.58,46.94279797413817,10,0.007067840383210222,0.9826569046817919,-0.03741099996762598,1,5.011709198025035,0.04,High,0.45,1
1,1.46,70.65583459564886,0,0.1855302555022034,1.2444207158141092,0.2787409007805337,0,6.724224838061372,0.39,Low,0.26,0
19,0.03,69.83525895690829,7,0.5221400867267523,1.193380767698758,0.11843674998360676,1,9.254855775547433,0.07,Low,0.28,0
31,0.61,43.62411212757562,13,0.3237301311462748,0.8338837740577656,0.2625488692949427,1,9.904796346720097,0.11,High,0.47,1
80,1.44,76.41158221617685,4,0.06253445171319418,1.4239825064129448,0.9609886641703622,0,8.59925704925987,0.31,Low,0.23,0
14,1.7,88.49958393529386,12,0.16568213260447742,1.0859601740713443,0.6209302425402992,0,8.587705553114642,0.06,Medium,0.17,1
53,5.2,84.94048325490868,14,0.17003166917554904,0.3811754228095843,-0.4158835915670718,1,9.311875002047774,0.33,High,0.5,1
48,2.07,52.178164849851,14,0.5239064126346539,0.9658820430351989,0.06697312307348002,1,5.469359204264771,0.27,High,0.51,1
69,1.07,91.73755177325268,8,0.33204076264235244,0.38253827822640285,-0.5412779872584803,1,8.417600177174432,0.32,Low,0.21,1
62,5.33,60.552529939561055,7,0.36499417250723976,0.8823890132794984,0.03777589479876409,0,7.350018729918469,0.23,High,0.56,0
66,3.07,96.79050269751647,2,0.22023881436002493,1.2059082332112943,0.42416472420188533,0,5.570094057996009,0.39,High,0.2,0
64,0.45,44.30487785354282,0,0.03618623041463929,1.237507479199522,-0.8684583429018506,0,4.3328365304885175,0.24,High,0.36,0
70,0.28,69.17252131119056,2,0.04514896979806713,1.0111550254574873,-0.7251512986864661,1,5.204922709400189,0.16,Low,0.3,0
63,2.25,75.82746263065295,13,0.25222952497665646,1.1966286407445108,-0.9853787417464304,1,7.901140743002459,0.39,Medium,0.38,1
73,1.64,54.859005908476284,1,0.10649632704575737,0.7611299046676019,-0.24266468858769907,1,7.41908488195442,0.03,High,0.47,0
33,3.12,86.28281132321366,1,0.06255753572063727,0.8709181831013073,0.534630556136743,0,4.415625154976152,0.21,High,0.27,0
41,2.68,77.61374078864301,10,0.15734612689870756,1.331449771219128,-0.10096829694347909,1,7.373870993469446,0.25,Medium,0.4,1
48,1.96,41.08656623727733,14,0.445227816360406,0.7903129104502837,0.14156590375217704,0,6.343895911674283,0.14,High,0.47,1
13,8.59,76.50211544177415,3,0.04381098263827765,0.5913007240961456,0.17974132588689629,0,4.089590180756854,0.04,High,0.66,0
73,1.53,69.48869406510678,1,0.2689355455427076,1.2157895971951864,-0.8209189108248496,0,9.456952829330998,0.16,Medium,0.27,0
77,0.24,51.761752102210465,7,0.4956522957384171,0.17066317679507353,-0.651085674965856,0,5.55025686588884,0.32,High,0.3,0
31,3.52,99.74489362357178,4,0.16075488908431726,1.4416998242835353,0.8304284517559117,0,7.3203726902225466,0.23,High,0.21,0
75,0.58,93.8297316896569,0,0.18112452913824748,0.5760912676249221,-0.08257796322319755,1,7.534865745087698,0.3,Low,0.17,0
68,3.0,57.550461701743814,5,0.5305243671624018,0.981462624034632,-0.16277479572470566,0,6.992854136741321,0.29,High,0.43,0
4,6.3,72.46425524791698,11,0.39000214815825573,1.0596373531870482,0.5019729868486167,0,5.437492053685347,0.11,High,0.54,1
19,2.39,58.99012839461744,6,0.47862725708028814,0.2919094344976491,-0.9096136106261399,1,6.44419925368819,0.1,High,0.49,0
70,1.81,86.52974509816468,12,0.17352252992630138,1.2520043454631813,0.6815626976968754,1,5.741986288537983,0.32,Medium,0.29,1
13,1.23,95.8198859917873,0,0.5980677145256158,0.9009581421695296,0.3408706370214143,1,6.601337891992165,0.07,Low,0.2,0
23,0.91,61.52971641486302,12,0.0845378219459864,0.5591000645518933,-0.7101520683168854,0,4.495963176502268,0.23,Low,0.29,1
75,0.87,88.33505494861765,11,0.5771622525625711,1.2909602212546643,-0.8701514457865616,0,4.995688340568961,0.38,Low,0.12,1
1,2.02,69.9044525627923,2,0.5412594714910118,0.9751125295877965,-0.9942229795247528,0,4.825100903757152,0.21,Medium,0.3,0
54,2.78,63.794713678694634,8,0.3311367894631254,1.2000894380024203,-0.4116944077414604,1,7.570010072469216,0.32,Medium,0.48,1
71,2.27,96.30531112592618,12,0.35117788797428834,1.4892336873207364,-0.35039988429261015,0,7.935373706771991,0.1,Medium,0.16,1
15,0.44,70.62428132314189,13,0.46502872708636767,0.2823869721223675,-0.6463857104263853,1,9.48373615923592,0.02,Low,0.3,1
65,1.36,68.0446300154479,6,0.18406926371523627,1.149435077315152,-0.4258195938010594,1,5.572972947391393,0.14,Low,0.37,0
76,3.14,80.34606411774058,13,0.31648186923270943,1.1607394127655104,0.12407559230624798,0,6.360932714037975,0.23,High,0.31,1
71,1.29,55.674052061097065,12,0.5414254762377028,1.3245655297029877,-0.7742813892951106,1,7.734585270690909,0.26,High,0.44,1
15,1.54,59.48757224729894,14,0.04094942234091665,0.6712916335066176,-0.5977218693889808,1,9.830535122752787,0.21,High,0.44,1
21,2.95,95.92275017431737,11,0.5433172016143316,1.3175118398205823,0.12398081163966634,0,6.349102480667453,0.17,Medium,0.2,1
19,2.17,80.71179072621655,3,0.43726676357354843,0.9958365328253709,0.4089459400304307,0,5.737695030718529,0.39,Medium,0.25,0
60,1.05,89.59822886626034,14,0.46190689736368046,0.19628104125345625,0.8625415042446964,0,6.326767688757391,0.28,Low,0.13,1
33,4.52,56.26670571612578,5,0.03883086182025961,0.1441234504248117,0.021108115559999252,0,5.855794527605664,0.38,High,0.53,0
49,0.35,72.62741139579232,5,0.11265400134298625,0.7740795793307874,-0.7735515431049911,0,4.510534682245157,0.07,Low,0.19,0
35,10.81,98.2837760193699,14,0.5551570795994449,1.2001649008475268,0.18305644356763406,0,6.075908284250421,0.4,High,0.66,1
44,0.25,59.122233941693054,11,0.07443086908387998,0.6379241358776234,0.99072669092981,0,7.511949215523423,0.28,High,0.26,1
11,0.03,49.62858857902251,2,0.3787097133470016,1.2925650127252049,0.7661290420263673,1,5.096757245593212,0.39,High,0.4,0
72,4.41,70.65316049347985,1,0.4696155298155228,0.7889708229874346,0.5603252856799792,1,9.001975870315452,0.24,High,0.54,0
78,0.56,63.269265323492576,4,0.13876921470274767,0.13680386287143853,0.46919213410925953,1,8.412165210797395,0.06,Low,0.35,0
74,2.62,49.574633967202814,7,0.41927412677086634,1.4631310840796978,0.5111111262260142,0,7.351513325621084,0.14,High,0.46,0
66,3.33,93.31308296220209,2,0.039345907977144635,0.7854564704437088,-0.8185827511894002,0,8.42496617875437,0.02,High,0.24,0
46,3.92,99.44343463322667,4,0.29926104182558566,1.010190367802574,0.040358151022444666,1,5.899995002401587,0.06,High,0.34,0
9,9.56,74.11493084139987,13,0.20065987064981486,0.3790049018827798,0.37915978804468886,0,5.200808533713836,0.4,High,0.73,1
3,0.7,86.48060610240725,2,0.3874452104152173,0.5162629315637426,-0.8545555032363323,1,9.053642408299584,0.37,Low,0.22,0
26,2.48,91.54230217277797,13,0.5334029076426575,0.7779982955952026,0.8295154330496486,0,8.912761769527371,0.36,Medium,0.2,1
72,0.25,82.05892036130962,6,0.07529455087399295,1.2986648839831254,-0.7446246947678357,0,8.415723014251638,0.0,Low,0.12,0
48,1.04,42.649362946703874,14,0.2701845914833367,0.242735914990474,-0.8236084299106328,0,5.537850706108094,0.18,High,0.41,1
66,3.77,49.458053903009066,5,0.25391628390210785,1.1924755717407243,-0.7531136363137103,0,6.0619466085978,0.31,High,0.53,0
70,0.92,44.259351469083185,5,0.19427714303635285,0.9110911007298955,-0.15352856400991755,0,6.2834495109395245,0.09,High,0.39,0
28,1.79,40.59277639852339,0,0.28810005930041965,0.799531383844164,0.08635152761597764,1,5.1054201530812415,0.17,High,0.56,0
26,1.4,58.35978452543419,1,0.5284370867093798,1.3272230726060357,-0.8105220563673683,1,8.560227490454585,0.08,High,0.43,0
25,2.08,63.541357628893586,5,0.5841971602595095,0.265368186385046,0.5719691634120037,1,5.108179073681613,0.28,Medium,0.44,0
12,7.22,54.46178394015554,7,0.0017057324303101807,1.4870558014680262,-0.5996781448181894,1,5.330504244800484,0.28,High,0.81,0
5,0.11,43.876278885179254,4,0.4434189258678757,1.2964868196136377,0.12092883245733432,1,4.289043864540032,0.11,High,0.44,0
48,1.71,71.79178545020065,11,0.3690487201878125,0.5560317021833913,-0.01775400177855846,1,7.980095799403327,0.19,Medium,0.37,1
37,3.98,56.3991591974285,1,0.5967072883118071,0.7322070350174601,0.8112711581841103,0,9.573991595536858,0.18,High,0.5,0
79,1.31,87.76222929181374,4,0.05395883753320176,0.13500463359724366,0.7866069796350921,0,6.902586812239565,0.31,Low,0.15,0
44,0.16,40.48315729751687,8,0.4868077809466218,0.8386469955656006,-0.5231757891925397,0,9.386777552442336,0.27,High,0.37,1
15,1.64,90.55162307725661,5,0.5603569076731795,0.8668073998502452,0.07685018402514077,0,9.046000287414634,0.03,Medium,0.16,0
43,0.81,97.28522073675742,12,0.5472693791536903,1.3972060240653168,0.9708002729279641,1,8.768209883309597,0.06,Low,0.16,1
48,0.34,82.96810378921418,12,0.3363436225306891,0.6430959455229144,-0.33630550135429305,0,5.005841982815115,0.34,Low,0.12,1
70,3.78,84.01864391575398,4,0.19653368701003054,0.8988651350049628,-0.8526614565457729,0,6.263917212256837,0.39,High,0.32,0
46,1.47,96.01373869616398,9,0.38394230221853026,1.1368642822511006,0.4360648904186144,0,7.983034530820576,0.25,Low,0.11,1
43,5.41,52.54427711802094,5,0.18364319713394028,0.9519230133698638,0.00638763017641053,1,6.066138658649451,0.15,High,0.71,0
21,3.28,99.6739340925146,12,0.2473615555802398,0.3186434297264493,0.8792657929248391,1,8.265346931361824,0.09,High,0.3,1
23,2.36,86.40887220271252,11,0.2674349908751157,0.34054136389605943,0.1503996097301583,0,5.723744794945224,0.3,Medium,0.22,1
80,0.01,83.59424249966762,13,0.18117010584875806,0.2936753025296703,0.022992863664885066,1,6.355693512649545,0.26,Low,0.2,1
47,1.12,61.66543473971757,10,0.20509641884641472,0.4048205461704527,0.8296937507625295,1,8.389068120662586,0.36,Low,0.4,1
15,0.44,72.74664912433664,11,0.004387871380310737,0.5596616828497732,-0.23923299762834627,1,4.7073054553209435,0.36,Low,0.29,1
25,4.83,79.23506729640081,8,0.17824731825698875,1.1355343587764757,0.19489268969796303,0,8.720686813014296,0.12,High,0.41,1
36,0.38,77.22057167903296,6,0.283383224496005,0.18529613410632548,0.6914114716330222,1,8.275436316371529,0.32,Low,0.26,0
75,0.67,82.29907830865484,9,0.10380442213041641,1.2486229440280692,0.195173556538508,0,6.697770852299562,0.1,Low,0.15,1
51,1.45,44.94290434470464,2,0.48335074611180084,0.46744737435010486,-0.40440831376187836,1,6.625152416615432,0.31,High,0.52,0
15,0.61,61.3389059699018,9,0.3225822132771452,0.9587931688474607,0.11664433877441094,1,9.439986053453369,0.07,Low,0.37,1
68,0.47,66.04000099572863,9,0.4763284009076896,0.8738756973738045,-0.13594856566255942,1,8.297635996492952,0.14,Low,0.33,1
21,1.83,55.637757872497986,4,0.07686205942283479,0.31563113104725393,0.9694273944689533,0,7.720993889417414,0.03,High,0.38,0
13,0.19,50.35763621615342,3,0.49230675465517276,0.5022160357928531,-0.8981148226391036,1,9.1850690842485,0.12,High,0.41,0
19,0.12,48.33564879477177,10,0.574957756311682,0.5142893009800859,0.5359368276250365,0,5.989676267732856,0.13,High,0.32,1
34,0.93,61.983003535395106,4,0.2114723916219571,0.9733624863258558,-0.95196939533464,0,5.720197632184867,0.27,Low,0.28,0
78,2.55,69.60650203375396,7,0.17037144268054286,1.203900693974988,0.20782920912593683,1,5.2588611386639865,0.29,Medium,0.44,0
68,1.62,43.77858640879964,10,0.3880989257022867,1.494804055105067,-0.13812682332698056,0,7.121393414702141,0.24,High,0.43,1
52,1.1,96.78748567543298,13,0.3815484663254429,0.2342561274314127,0.8208876082057033,0,9.928577080340956,0.31,Low,0.09,1
27,1.67,85.9145993716455,5,0.06748082334252878,1.4141335069247414,0.07868086213600933,0,9.570747671393345,0.18,Medium,0.18,0
29,0.91,83.85110639112798,3,0.5560552708204711,0.8861365283477461,0.654666996311362,0,6.73182851219233,0.25,Low,0.15,0
28,5.5,50.37163149932361,4,0.2874336932226959,0.5994749391034578,0.3442830753614172,1,4.668034769054264,0.14,High,0.73,0
35,0.11,76.22804608073133,10,0.45864984881435694,0.49840468729039666,-0.10588195580695192,0,9.247548163041802,0.21,Low,0.15,1
8,2.24,71.78349680852004,6,0.2155906057101417,0.3926567117245626,-0.3245773499160949,1,9.535621019395066,0.06,Medium,0.4,0
16,4.44,98.94813074720163,13,0.15692198517346526,0.8799044961720032,-0.7659264152467566,0,5.02819803657166,0.24,High,0.27,1
36,3.26,84.86030620480948,7,0.06676313765148134,1.4244237073469341,-0.9729618936077913,0,9.300748572507988,0.08,High,0.29,0
30,0.41,74.54571302297387,4,0.16471122885777637,0.3550182659116895,-0.9972075827988316,1,6.677684411654816,0.18,Low,0.28,0
18,0.7,91.04875998820734,1,0.5960586873157777,0.7106338684492531,-0.5481901210004414,0,4.069983067327065,0.27,Low,0.1,0
2,2.52,49.30565625164257,5,0.3947761103299883,0.38538738262865935,0.12184319575804725,1,9.65875253030827,0.17,High,0.56,0
49,0.18,40.91299178145863,8,0.4816693980255416,0.34588252885703563,0.9509890879225775,0,4.25681847861466,0.09,High,0.37,1
77,3.34,81.41400000487138,2,0.5751054771320903,1.3134385981378982,0.41045800135324906,1,4.207649174534242,0.27,High,0.41,0
4,2.54,45.89868761423425,6,0.04739481107755039,0.46674756179971866,-0.8586343563178171,1,9.780868209474267,0.34,High,0.58,0
75,2.62,46.92601839901055,7,0.09881665544099616,0.44716056863473963,0.29041427541412723,0,5.28751947567781,0.2,High,0.48,0
7,0.21,84.68084358547183,5,0.5567794151965708,1.373709206762875,-0.02900871542999628,0,7.333782116524015,0.22,Low,0.1,0
74,2.53,56.232090648039346,11,0.3387322089959686,0.6404563988684636,0.27236686803145216,1,9.65619794125524,0.16,High,0.51,1
39,2.28,77.71787293413357,2,0.3809095232435063,0.11220334757721454,0.24638378982104925,0,9.640056627207228,0.23,Medium,0.27,0
13,3.55,95.0444155655649,0,0.256580569431837,1.1096599120338801,-0.712110063029477,1,5.044693516733188,0.2,High,0.34,0
31,0.08,58.9884718982715,2,0.4886572408737185,0.8238168082837285,0.8389193245966751,0,7.081274762357026,0.3,High,0.25,0
71,0.05,53.02864947039513,10,0.3103465291020504,1.1837839537390866,0.10908308614227757,0,4.041720745339423,0.1,High,0.28,1
63,0.93,46.3937730244631,5,0.495677674991598,0.898412390047833,0.4015226026100538,0,4.542297934549948,0.19,High,0.38,0
56,0.32,47.82774168518357,10,0.5953119621474249,0.5917740868866159,-0.22584247371588506,1,9.688891268879068,0.13,High,0.43,1
42,1.63,43.733361722730564,3,0.38803607056185735,0.19319000569487743,-0.7554170447929986,1,6.490965493379099,0.04,High,0.54,0
61,4.99,45.25854272978441,0,0.31728815030081853,1.3123112723071884,0.38185940879563596,0,4.901140681757593,0.15,High,0.63,0
42,0.99,65.92027532854924,5,0.21909471255913596,0.3899185163191793,0.8849774914317097,0,7.788428679213547,0.38,Low,0.26,0
56,3.73,59.25190270143818,0,0.11681786548718855,1.4598871793852952,0.16226499628622304,0,5.039980117108777,0.18,High,0.47,0
36,0.0,82.39364885937988,11,0.3939946725333428,0.4441693569738149,-0.6027061655115626,1,9.880852326277987,0.22,Low,0.21,1
68,0.37,92.2144994948201,7,0.03758231501852653,1.2578498415825383,0.2465046597171776,1,8.025095441299506,0.3,Low,0.17,0
7,0.06,87.08639218854306,2,0.5737725512005439,1.204247488144978,-0.14213645755275794,1,6.212065922419628,0.39,Low,0.18,0
54,0.8,71.83823539993914,2,0.3885331233025373,0.7478459869747958,-0.20192352670286962,1,6.286902798484935,0.16,Low,0.32,0
1,4.78,46.146526973959205,13,0.5756176639607676,0.6623854113067758,0.8270095359581873,1,9.501602732033408,0.21,High,0.71,1
44,0.2,82.58603703649321,0,0.16336470617756543,1.0845635731585945,0.474163650534817,1,9.370153140503586,0.39,Low,0.22,0
45,1.86,61.76972348361241,2,0.567909488370533,0.8399735162491039,0.017547081738183312,0,9.699890458818807,0.17,Medium,0.34,0
47,1.2,45.13902363492461,6,0.3672750853122583,0.9847414195154495,-0.16499718339232938,1,6.72188681965393,0.32,High,0.5,0
13,5.58,90.54798443275754,9,0.4861583796915734,0.758301642687482,-0.5141445795806878,1,9.104497580047529,0.18,High,0.49,1
22,0.26,60.29299103095033,7,0.10735398162862198,0.8800164774761967,-0.3130724416207151,1,6.909010828713464,0.09,Low,0.35,0
21,0.48,53.09492995069428,10,0.3000662228746935,0.364810056497079,0.08123318584237849,0,7.797816563747155,0.37,High,0.31,1
9,0.06,92.2871238771306,14,0.3413762196516818,0.17755489787647583,-0.903315735320394,0,7.04444684181494,0.28,Low,0.05,1
26,1.14,94.1280321068203,7,0.23571265489214327,0.5982932034660919,-0.2849641216543939,0,7.649347941133046,0.35,Low,0.1,0
9,0.65,60.33825023149359,2,0.15193964113084793,0.7522067296529614,-0.01182583514929969,0,7.056826368665158,0.05,Low,0.28,0
15,4.08,61.2880851568824,4,0.5428648448998696,1.368441449184553,0.21658977484819442,0,4.929051809864355,0.28,High,0.48,0
10,1.86,74.77771165498865,0,0.05103532896305141,0.6795153195334431,0.4862014365694456,0,4.650313578552668,0.26,Medium,0.26,0
42,1.9,84.00648962863949,8,0.09239225466105334,0.7074862548675,-0.9723366944389622,0,9.646569669606505,0.19,Medium,0.21,1
72,1.52,43.788952114411806,14,0.19230631987908067,1.0447639731695435,-0.41039254209386566,0,7.058403225484104,0.06,High,0.43,1
24,0.19,75.6006194313083,7,0.5518620008982356,0.3895006675668058,-0.478085958147179,1,9.651120322592824,0.17,Low,0.26,0
80,1.18,97.1692037070149,9,0.33852622218056294,1.320295451798314,0.04255910487674708,0,8.114899414744208,0.25,Low,0.09,1
49,15.22,55.72563383079722,1,0.2239042150985735,0.6986973726093555,-0.06797398653585596,1,4.533839104421352,0.27,High,1.0,0
26,3.61,94.52963284581602,9,0.24160692913046017,1.4031017867896802,-0.8401985348559298,0,5.209373660720317,0.05,High,0.25,1
37,4.48,97.01010044578561,0,0.5026665554793379,0.47977574380370847,0.5227029409783044,1,8.60643667890943,0.18,High,0.39,0
68,3.47,56.14921845826538,12,0.016067744753462777,0.7518293441403385,0.3745421573833687,1,5.066915122547815,0.17,High,0.57,1
50,0.22,85.25211195312103,12,0.006803434940633779,1.1894256610926284,0.6422884338352599,1,4.046340098618974,0.31,Low,0.2,1
24,0.52,54.3265004991736,3,0.027650817680963422,0.8782975152274203,-0.7779304837848964,1,4.670604067750656,0.02,High,0.41,0
19,0.01,84.25666970392797,8,0.2815230003717829,1.0257436931975592,0.012464702075229095,0,6.860447476068695,0.31,Low,0.1,1
60,0.72,87.84519827732956,11,0.34874963676490495,0.492974824419784,0.20744415593811127,0,4.9795733760578305,0.31,Low,0.12,1
39,0.23,54.832342222638964,7,0.3746812863047782,0.5598428691639674,-0.9021207441641004,1,4.27009171208724,0.28,High,0.38,0
74,1.28,82.9521726149941,2,0.43868227464037174,0.8106588843693355,0.9188314334222454,1,8.461557618288552,0.36,Low,0.28,0
18,2.26,88.7262723318454,9,0.11383427196187743,0.38347178074536714,0.588868136194143,0,9.832680195203267,0.19,Medium,0.2,1
19,4.15,61.5147323264147,11,0.15737080569186893,0.2768286399237736,-0.5126965427616117,1,9.870897738021466,0.04,High,0.58,1
36,2.77,50.06216655938361,5,0.14610420957077977,1.2813233589409054,0.25750298113638515,1,9.399902378679146,0.13,High,0.57,0
74,5.58,45.51787403905082,11,0.089503258866396,1.1847960854288695,-0.7132468628477129,0,4.115111134137422,0.24,High,0.66,1
55,0.11,74.52290221659652,8,0.14663734584220595,1.4048797277487646,0.746420703036307,0,5.440649081767145,0.13,Low,0.16,1
69,0.02,98.68588715894279,9,0.36819158683010395,0.9211725298949567,-0.803317316828619,0,4.826160187181723,0.25,Low,0.01,1
47,2.17,89.37701920133297,7,0.2198469562297455,0.6883714018780528,0.8081889493486347,1,7.841261123867884,0.02,Medium,0.29,0
49,0.68,66.15037833607317,9,0.46074746215835444,0.2442294224247781,0.6557170120880724,1,9.09747779625363,0.03,Low,0.34,1
33,0.58,72.19725417129752,4,0.32185127960584026,1.2906544517335234,-0.04354757950198662,1,7.4314123456859,0.0,Low,0.3,0
21,0.8,56.77167312470914,11,0.12722350027007204,0.7387628741451311,0.3051987819629203,0,6.080035085761594,0.39,High,0.31,1
22,0.63,49.78395204160381,12,0.2804292003500032,0.8855873624451449,-0.5083777732239587,0,9.47144341105638,0.1,High,0.34,1
48,1.43,68.9248694939364,11,0.35602128155320484,0.538932663088098,-0.2312994379555151,1,7.031099212145797,0.32,Low,0.37,1
